# htr=halvtransitiv
# durativ = perfektiv, ad->int

AASIINNGOOQ	<eo:lauxdire/part:som_vanlig_siges_det>
TISSANNGIT	<ikke_skal_få_til_at> 
TISSINNAA	<kan_få_til_at> 
TISSINNAAGUMA	<vil_kunne_få_til_at> 
TISSINNAALIR	<inchoativ+kan_få_til_at> 
TISSINNAALISSA	<skal+inchoativ+kunne_få_til_at> 
TISSINNAANNGIT	<ikke_kan_få_til_at> 
TISSINNAANNGUSSA	<eo:igivigxos/skal_komme_til_at_kunne_få_til_at> 
#TITAQ	<> 
TITIR	<efterhånden> 
TITIRI	<efterhånden+htr> 
TITSI	<få_til_at+htr> 
TITSIARTUR	<gå_hen_for_at_få+htr+til_at> 
TITSIGUSUP	<vil_gerne+htr+få_til_at> 
TITSINIAR	<agter_at+htr+få_til_at> 
TITSIQE	<meget+htr+få_til_at> 
TITSIQQU	<pålægger+htr+at_få_til_at> 
TITSISINNAA	<kan+htr+få_til_at> 
TITSISINNAATAR	<plejer_at_kunne+htr+få_til_at> 
TITSITAR	<plejer_at+htr+få_til_at> 
TITTALIR	<inchoativ+plejer_at_få_til_at> 
TSIAR	<temmelig_meget> 
TSIARSINNAA	<kan_temmelig_meget> 
TTAAQ	<part:også> 
TTAARLU	<part:og_også> 
TTAARMI	<part:sgu_også> 
TU	<har_meget> 
TUAANNAR	<altid> 
TUAANNARTAR	<plejer_altid> 
TUAANNARUMAAR	<skal_nok_altid> 
TUAR	<altid> 
TUARALUAR	<ellers_altid> 
TUARTANNGIT	<ikke_plejer_altid> 
TUARTAR	<plejer_altid> 
TUASSA	<skal_altid> 
TUASSANNGIT	<ikke_skal_altid> 
TUINNAR	<altid> 
#TUNNGUAQ	<> 
TUQ	<eo:kiu/den_som>
TUQAQ	<eo:maljunulo/en_gammel_en> 
TUQATIGIIKKUUTAAR	<eo:arprenatuloj/dem_som_tages_i_grupper> 
TUQATIGIIT	<dem_som_er_fælles> 
#TUQQAAR	<> 
#TUQQAARTINNA	<> 
#TUQQUSSA	<> 
#TURSUAQ	<> 
TURTIP	<får_til_at_indtage> 
#TUSSAA	<> 
#TUUQENA	<> 
TUUR	<tilfældigvis> 
U	<eo:esta/er>
UNA	<part:ham_der/den_der> 
UNIRAR	<antager_at_være> 
USIQ	<eo:eco/-hed> 
UTIGE	<samtidig_med_at> 
VALLAAR	<alt_for_meget> 
VIK	<eo:agejo/handlingssted>
VIP	<eo:treege/aldeles_meget> 
VISSIMA	<durativ+aldeles_meget> 
VISSINNAA	<kan_aldeles_meget> 
VISSINNAANNGIT	<ikke_kan_aldeles_meget> 


-gallagaq	foreløbig
-innaq	kun
-mik ilisimasaqalerpoq	tilegner sig kundskab om
-mik/-nik qularnaveeruserlugit taarsigassarsiat	lån ydet mod sikkerhed i ....
-naveersaaneq (naleqq. pitsaaliuineq)	forebyggelse
-pallaanngitsoq; -pallaarujussuanngitsoq; -vallaarujussuanngitsoq	relativ
-sippaa; -tippaa	hensætte
-sunngortitsineq (toqqaaneq)	beskikkelse
-tuaq (LM)	eneste
-taaneq (taamaaqataaneq)	med-...
"anillaqinnissaq"	stille sig udenfor igen
"qaloorineq"	containerfunktion
(kakkivissakkut) sippaq	hareskår
13-skala	13-skala
200 sømilinik killeqarfik	Tohundrede (200) sømile zone
3. gangsregel (LM)	3. Gangsregel
60/40 (80/20)-tunngavigalugu sanaartorneq	Tres/fyrre. 60/40 (80/20)-byggeri
a'a	skal tisse (barnesprog)
a'arpoq	tisser (barnesprog)
A/G	Grønlandsposten
A/S	A/S, aktieselskab
abrikosi	abrikos (-en)
AC	AC
adjunkti	adjunkt (-en)
administrationi	administration (-en)
admirali	admiral (-en)
adrenalini	adrenalin
adresse	adresse (-n)
adventi	advent
adventisti	adventist (-en)
advokatinut akiliut	advokatsalær
advokatit akigititaat	advokatsalær
AEPS	AEPS
affa	deroppe nordpå
affaku	nil
affaq	halvdel (-en)
affarleq	et tilstødende rum; én der bor i det tilstødende rum
affarleriit	nabolage
affassaq	nil
affassaasaq	nil
affaa	dens halvdel
aftenskole	aftenskole (-n)
aggeqquneqarneq	tilsigelse
aggeqqusineq	nil
aggeqqusissut	indkaldelse; stævning
aggeqqusissut	indkaldelse; stævning
aggeqqusissut pisussaaffittalik	præklusiv proklama
aggeqqussut	tilsigelse; indkaldelse (-n); stævning
aggeqqussut	tilsigelse; indkaldelse (-n); stævning
aggeqqusaasoq	indstævnte
aggeqquaa	beder ham om at komme; tilkalder ham
aggerfik	nil
aggerpoq	er undervejs; er på vej; nærmer sig
aggersitaq	arbejdskraft der er tilkaldt fra Danmark
aggiapput	de myldrer frem (imod én); de er mødt talrigt op
aggiasoorpoq	nil
aggiasut	de mødte
agginngitsoorneq	udeblivelse
aggiuppaa	kommer med det
aggiussivoq	hun/han bringer noget
aggiussaavoq	bliver bragt frem
aggorneq	en del af noget; brøk (-en)
aggornersiaq	nil
aggornersiat	bonus (-sen); repartition (-en) (i Grønland i tidligere tid)
aggorpoq	nil
aggorpaa	deler det i flere stykker
aggorsimasut	vekslepenge (-ne); småpenge (-ne)
aggortippaa	nil
aggortitsineq	veksle
aggortitsivoq	veksler penge
aggortorfik	nil
agguagarsiaq	dividende
agguagarsiat	dividender
agguagarsisoq	lodtager
agguagassaq	dividend (-en)
agguakkap inernera	kvotient
agguaqatigiisillugit amerlassusiat	gennemsnit
agguaqatigiissillugit	i gennemsnit
agguaqatigiissillugu	middel
agguaqatigiissillugu ukiut suli inuuffiusussat	middellevetid
agguaqatigiissinnerat	gennemsnittet
agguaqatigiissitaq	gennemsnit
agguaqatigiissitaq uuttugaq	vejet gennemsnit
agguaqatigiissitsineq	gennemsnit
agguarfik	provianthus (-et) (i Grønland i tidligere tid)
agguarneqarsinnaasoq	delelig
agguarpaa	deler det ud; uddeler det; dividerer det; deler det
agguataarinermut konto	fordelingskonto
aggugaq	nil
aggulavoq	er let at smuldre; er skør
agguluivoq	hun/han smulrer noget
agguluppai	hun/han smulrer dem
aggulaarpoq	den smulrer let
aggusti	august
agguusersorpaa	nil
agguusiorpoq	nil
agguut	del (-en); part (-en); ration (-en)
agguutit	kongekost (-en); julekost (-en) (i Grønland i tidligere tid)
agguaaneq	division (-en)
agguaanneqartarput	de uddeles
agguaasarpoq	nil
agguaasseqqinneq	efterudlodning
agguaassineq	fordeling
agguaassinermi najoqqutaq	fordelingsnøgle
agguaassinermi piumasaqaatit	tildelingskriterier
agguaassinissamut naatsorsuusiaq	refusionsopgørelse
agguaassinissaq	refusion
agguaassinissaq siunertaralugu	bobehandling
agguaat	nil
agguaatissaq	divisor (-en); det der divideres med
agguaavoq	deler ud; dividerer; deler
aggaatsoq	nil
agiamineq	basalt
agiaq	violin (-en); basalt
agiarfik	fil stedet; stedet hvor man spiller violin
agiarnerlukut	filspåner (-ne)
agiarpoq	filer; spiller violin
agiarpaa	filer det; spiller melodien på violin
agiarsuaq	cello (-en); kontrabas (-sen)
agiartariaq	nil
agiorpoq	nil
agiorput	de flokkes over et bestemt havområde og slår ned efter føde
agiorpaa	nil
agiortorsuit	nil
agissakut	filspåner (-ne)
agissapput	nil
agissarippoq	er god til at file; er god til at spille violin
agissarissorsuaq	er vældig god til at file; er vældig god til at spille violin
agiuppaa	gnider det mod noget
agiusiorpoq	nil
agiussaq	nil
agiussivik	nil
agiussuaq	nil
agiut	fil (-en); violinbue (-n)
agiutaarserpoq	nil
agiaamavoq	spiller tit violin
aguna	nil
agurki	agurk (-en)
agusuppoq	har lyst til at spise noget specielt mens hun er gravid
agut	nil
ai	nil
ai-aa	nil
AIDS	AIDS
AIkP	Råstofdirektoratet
AIS	FFL
aja	moster; tante (mors søster)
ajagaq	gribespil (-let) (et grønlandsk spil)
ajagarpoq	nil
ajagulavoq	nil
ajagullarpoq	nil
ajagulaarpoq	nil
ajagutaq	stiver (-en)
ajagutarpaa	nil
ajagutserpaa	nil
ajagutaaruppoq	nil
ajak	moster (-en); tante (-n) (mors søster)
ajakattarpaa	skubber ham væk
ajakattaavoq	nil
ajakkapput	nil
ajakkippoq	nil
ajakkisaarpoq	nil
ajakkaarpoq	nil
ajakkaaruppaa	nil
ajakkaaraa	nil
ajakkaat	nil
ajalupput	nil
ajaluvoq	falder fra hinanden
ajangippoq	nil
ajangisippaa	nil
ajangisaarpaa	nil
ajannguajaaq	træfad (-et)
ajapattorpoq	nil
ajaperpoq	nil
ajaperpaa	støtter sig til den med hånden
ajapersoorpoq	nil
ajappartorpoq	går og støtter sig med hænderne
ajappuppaa	nil
ajappaa	skubber til ham med håndfladen
ajappaarpoq	nil
ajaqqisippaa	nil
ajaraq	nil
ajaraarpoq	nil
ajasoornaqaaq	det er meget imponerende
ajasoorpoq	er imponeret
ajasoorutigaa	er imponeret af det
ajassarpoq	spiser med gaffel
ajasserpaa	nil
ajassersorpaa	nil
ajassullugu	kommer pludselig tæt ind på ham/det
ajassuppaa	kommer pludselig tæt ind på ham/det
ajassutivillugu	kommer pludselig meget tæt ind på ham/det
ajassaassuit	nil
ajassaat	gaffel (gaflen)
ajasuu	nil
ajatsippoq	hun/han/det bliver skubbet væk
ajatsivoq	skubber nogen/noget
ajattorpaa	støder ham/det bort
ajattugaaneq	marginaliseret (se også udstødt)
ajattaapput	de skubber (hinanden)
ajattaavoq	hun/han/det skubber
ajjaa	det var tæt på!
ajoqerpaa	nil
ajoqersorti	nil
ajoqersortaavoq	nil
ajoqersugaq	discipel (disciplen)
ajoqersuiartortitaq	missionær (-en)
ajoqersuiartortitsineq	missionsvirksomhed (-en); ydre mission
ajoqersuinerluttoq	en falsk profet; én der udbreder vranglære
ajoqersuisoq	nil
ajoqersuivoq	underviser; vejleder
ajoqersuuppaa	lærer ham noget; viser ham til rette
ajoqersuut	lære (-n); læresætning (-en); dogme (-t)
ajoqersuutigisap isumaa	ideologi
ajoqersuutit	troslære (-n) (en lærebog)
ajoqi	kateket (-en)
ajoqi allaffimmiuutigisoq	kordegnkateket
ajoqiitissaq	seminarieelev (-en) (i Grønland i tidligere tid)
ajoqissaq	seminarieelev (-en) (i Grønland i tidligere tid)
ajoqiuneq	overkateket (-en)
ajoquseriataarsinnaaneq	risiko
ajoquseriataarsinnaanerup allannguuteqarnera	risikoforandring
ajoquserneq	skade
ajoquserneq iluarsaanneqarsinnaanngitsoq	totalskade
ajoquserneqarneq	at blive skadet
ajoqusernermik nalunaarutiginninneq	skadesanmeldelse
ajoqusernerup kinguneranik aningaasartuutaasariaqartut	følgeudgifter
ajoquserpoq	tager skade; kommer til skade
ajoquserpaa	skader ham; beskadiger det
ajoqusertoq	skadelidte
ajoquserujussuarneq	ulykkestilfælde
ajoqusigaq	skadelidte; skaderamt
ajoqusigaaneq	at blive skadet
ajoqusiineq	skadeforvoldelse
ajoqusiinerup naatsorsuusiornera	skadeopgørelse
ajoqusiisoq	skadesvolder
ajoqut	ulempe (-n); skavank (-en); skade (-n)
ajoqutigaa	er ulempe for hende/ham/den
ajoqutip suussusianik aalajangiineq	diagnose
ajoqutaavoq	er en ulempe; er en skavank
ajoqaaq	det var meget kedeligt; det var trist; sikken en skam; det var vel 
ajoraluartumik	desværre; beklageligvis; uheldigvis
ajorikkuppaa	nil
ajorinngorpoq	er gået ud af facon
ajorinngorsarpaa	nil
ajorinngorserpaa	nil
ajorinngujuitsoq	fjeder (-en)
ajorinninneq	aversion
ajorissaavoq	har en kritisk indstilling
ajornakusoorpoq	er vanskelig at have med at gøre (om en person); er vanskelig at la
ajornannginnerulersitsineq	gør noget lettere
ajornarpoq	det er umuligt; det kan ikke lade sig gøre
ajornarsivoq	bliver umulig
ajornarsaarpoq	er afvisende
ajornartoorluinnarneq	force majeure
ajornartoorneq	krise
ajornartoortoq	krise ramt
ajornartoortunik isumaqatigiissitsiniarneq	kriseintervention
ajornartorsiorpoq	er i vanskeligheder; er nødstedt
ajornartorsiut	problem (-et); vanskelighed (-en)
ajornartorsiutinut qunutuneq	konfliktsky
ajornartorsiutaasinnaasut	sådanne problemer
ajornartuulerneq	nød
ajornartuulernermi pisinnaatitaaneq	nødret
ajornavianngilaq	det går nok; det skal nok gå
ajornerusoq	dårligere
ajornerusumut allanngortitsineq	reformatio in pejus
ajornianngitsoq	grandios
ajornikunik (ujaqqanik il.il.) akuiaanikkut iluaqutissarsiorneq	katalyserende effekt
ajornaallaq	nil
ajornaappoq	er nemt; er let
ajornaasaarpoq	er meget imødekommende
ajorpianngilaq	det er ikke så dårligt; det er godt nok
ajorpoq	er dårlig; er slem; er forkert; virker ikke; er ude af drift
ajorpaa	klarer det ikke; magter det ikke
ajorsarpoq I	taber (i en kamp eller konkurrence); lider nød
ajorsartitaasoq	nil
ajorsartitaasutut misigineq	nederlagsfølelse
ajorsippoq	giver tabt; støder på en forhindring
ajorsippaa	i konkurrence, gør noget som den anden ikke kan klare
ajorsitsaarpoq	er urimelig (om et barn); gør sig kostbar
ajorsitsaarpaa	gør sig vigtig over for ham; provokerer ham til at gøre noget so
ajorsivoq	nil
ajorsaarpaa	driller ham på en ondskabsfuld måde
ajorsaat	mangelvare (-n)
ajorteqanngilaq	nil
ajorti	synd (-en)
ajortilik	synder (-en)
ajortisarpaa	nil
ajortisiaq	arvesynd (-en)
ajortoorpoq	har været uheldig; er kommet galt af sted; der er gået kludder i
ajortoq	dårlig; slem; det onde
ajortorsuaq	nil
Ajortorsuaq	Den Onde; Satan; Djævelen
ajortulianik isumakkeerfiginninneq	syndsforladelse (-n)
ajortuliaq	synd (-en); misgerning (-en)
ajortuliorpoq	synder
ajortulivoq	synder
ajortuliaaseq	nil
ajortumeerpoq	det er gået galt; er kommet galt af sted
ajortumeerpaa	gør ham fortræd; beskadiger det
ajortumik kiisarneq	traumatisk okklusion
ajortumik pivaa	behandler ham dårligt; er ond mod/ved ham
ajortaaruppoq	nil
ajortaarussut	nil
ajortaatsoq	nil
ajorunnaarneq	helbredelse
ajorunnaarpoq	er blevet rask; er i orden igen
ajorunnaarsarpaa	nil
ajorunnaarsippaa	hun/han ordner det
ajorunnaarsitsivoq	nil
ajorusuutigaa	er ked af det
ajoruummerpoq	nil
ajoruummisippaa	nil
ajoraa	kan ikke lide det; synes ikke om det
ajuallannarpoq	nil
ajuallappoq	er fornærmet
ajuallassaarpaa	nil
ajuallatsippaa	fornærmer ham
ajuallatsitsineq	fornærmelse (-n)
ajuallaatigaa	nil
ajuap maqiffia	pusåbning
ajuaq	byld (-en)
ajuarpoq	har fået en byld; har fået bylder
ajugaq	nil
ajugaqanngilaq	nil
Ajugaqanngitsoq	Den Almægtige
ajugaaffigaa	vinder over ham; sejrer over ham; besejrer ham; overvinder ham
ajugaaffik	nil
ajugaalluarpoq	nil
ajugaaneq	nil
ajugaaniunneq	konkurrence (-n); væddemål
ajugaaruppoq	kan klare hvad som helst; bilder sig ind at han kan klare alt; har 
ajugaatsoq	nil
ajugaavippoq	vinder stort; sejrer stort
ajugaavoq	vinder; sejrer
ajuippoq	nil
ajuisaarpoq	nil
ajukkuffigaa	nil
ajukkunnarpoq	er ikke fin nok til det
ajukkunneq	mindreværdsfølelse
ajukkunaappoq	nil
ajukkuppoq	føler sig mindreværdig; er meget beskeden; mindreværd
ajukkuppaa	nil
ajulerpoq I	kan ikke længere; er blevet dårlig
ajulisaannarpoq	nil
ajuliut	nil
ajuliutaavoq	nil
ajuna	nil
ajunngequt	nil
ajunngequt sanngeeqummik nittarnermit pineqartoq	sekundær gevinst
ajunngikkutta	om alt går vel; hvis vi lever til den tid
ajunngilaq	er god; det er godt; det er fint; det er i orden;er rask; har det g
ajunngilluinnarpoq	nil
ajunngilaa	nil
ajunnginneq	nil
ajunngissivoq	er blevet rask
ajunngisaarpoq	viser venlighed
ajunngisaarutisiat	indtægtsnydelse
ajunngitsoq	positiv; god; det gode
ajunngitsorsiassat	frynsegoder; goder
ajunngitsuliaq	velgerning (-en)
ajunngitsuliorpoq	gør noget godt
ajunngitsumik iliorumaneq	idealisme
ajunngitsumik pivaa	behandler ham godt; er god ved ham
ajunngivippoq	er rigtig god
ajunaanngilaq	nil
ajunaarneq	ulykke (-n); ulykkestilfælde
ajunaarnernik pitsaaliuineq	forebyggelse af ulykke
ajunaarnersuaq	katastrofe (-n)
ajunaarnissamut sillimmasiineq	ulykkesforsikring
ajunaarnissaq	ulykke (i fremtiden)
ajunaarpoq	lider tab; kommer til skade; er omkommet
ajunaarsaasoq	nil
ajunaartippaa	er skyld i at det er gået galt for ham
ajunaartitsiniut	nil
ajunaarut	tab
ajunaaruteqartitsinnginnissamik nalunaarut	skadesløserklæring
ajunaaruteqartitsinnginnissaq	skadesløs
ajupajaarpoq	er lidt dårlig
ajupappoq	nil
ajupataarpoq	har det rigtig skidt
ajuppaa	udblokker den (støvlen eller skoen)
ajuqusernerup qanoq annertutigisumik taarsiivigineqarnissaanik taku	méntabel
ajusivaa	går glip af det; får det ikke
ajussanngilaq	det går nok; det skal nok gå
ajussaanngilaq	nil
ajut	nil
ajutoorfissaq	faldgrube
ajutoorpoq	er uheldig; klarer det ikke; det mislykkes for ham
ajutsivoq	nil
ajuuffiit	fodboldmål (-et)
ajuulluarpoq	nil
ajuummivoq	bliver ked af det; bliver såret; bliver stødt
ajuunnavianngilaa	nil
ajuunniupput	nil
ajuuppoq	laver mål (i boldspil)
ajuuppaa	nil
ajuussivoq	nil
ajuusaarpoq	ærgrer sig; er ked af at...; beklager at...
ajuusaarut	nil
ajuusaarutigaa	ærgrer sig over det; er ked af det; beklager det
ajuut	sygdom (-men); skavank (-en)
ajuutigisaqalerneq	forelskelse
ajuutigaa	er varm på hende; er varm på ham
ajuutinngilaa	nil
ajuutaavoq	nil
ajuvippoq	nil
ajuaasaq	nil
ajaa	nil
ajaajaartorpoq	nil
ajaalluni	nil
ajaamivaa	nil
ajaappiaq	stok (-ken); stav
ajaappiariarneq	stavtag
ajaappiarpoq	går med stok
ajaappiarsorfik	stavfæstespor
ajaappiarsorneq	stavarbejde
ajaappissiorpoq	laver en stav eller stok
ajaappoq	falder i vandet (idet kajakken eller båden glider fra land)
ajaaq	nil
ajaarpoq	skubber isstykkerne til side under sejlads
ajaaraa	nil
ajaasa	nil
ajaataq	nil
ajaavi	nil
ak	værsgo; værsågod
akademikeri	akademiker
akeeruppoq	bliver gratis
akeqanngilaq	er gratis; koster ikke noget
akeqanngitsumik	gratis; uden betaling; uden vederlag; vederlagsfri
akeqanngitsumik (sullissivimmi, paaqqinniffimmi il.il.) inissaq	friplads
akeqanngitsumik ineqartitaaneq	fribolig
akeqanngitsumik meeqqerivimmiititsineq	friplads
akeqanngitsumik nerisaqarneq	fri kost
akeqarpoq	det koster noget; man får betaling for det; det har sin pris
akeqqerpoq	skaffer sig fjender; er fjendtligt stemt
akeqqiuppaa	får ham/hende som fjende
akeqqiussaq	fjenden
akeqquppoq	nil
akeqquppaa	nil
akeramaarpaa	nil
akeraq	fjende (-n); modstander (-en)
akerariinneq	fjendtlighed
akerariipput	er fjendere; er modstandere
akerartorpoq	overfuser med skælsord
akerartorpaa	overfuser ham med skældsord
akerartuupput	de skændes; de er ondskabsfulde mod hinanden; de overfuser hinanden
akerfineq	en fremspringende kant
akerfinikippoq	har en lille fremsprinde kant
akerfinilersorpaa	laver en fremspringende kant
akerleq	modpart (-en); modstander (-en); part; modsætning
akerleriissut	tvist
akerlilerpaa	modsiger ham; siger ham imod
akerlilersorpaa	sætter sig imod det; er modstander af ham/det; er i opposition til
akerlilersuineq	modarbejdelse
akerliliineq	indsigelse
akerliliissut	modsigelse; indsigelse (skriftlig)
akerliuneq	opposition
akerliussuseq	protest
akerliussutsimik takutitsineq	protestdemonstration (-en)
akerliuvoq	prostesterer; er imod
akernappaa	prosterer hende/ham; er imod hende/ham
akeroq	knast (-en)
akerortooq	med en stor knast
akersuuffik	kamp stedet eller tiden
akersuuppoq	gør modstand
akeruitsoq	nil
akerulik	nil
akeruusiorpaa	nil
akeraavoq	er fjende; er modstander
aki	takst; pris
aki	pris (-en); betalingsmiddel (-midlet); den anden side; modhade
aki iluanaarniapiluut	ågerpris
akia	landet på den anden side
Akia	Nordlandet
akianiippoq	nil
akiarpoq	er med til at bære; bærer i den ene ende; bærer i den ene sid
akiarpaa	bærer noget imellem sig
akiarpaat	de bærer det imellem sig; de bærer ham på en båre; de bæ
akiartippoq	bliver båret
akiartaatit	bærebør (-en) (til at bære noget på)
akiat	prisen
akigippoq	nil
akigititaq (s.i. sullissinermi)	salær
akigititat	tarif
akigaa	værdien; sælger det; betaler med det
akiillerpoq	bliver ham svar skyldig; kan ikke finde på noget svar
akiillersippaa	nil
akiippoq	nil
akiisorsivoq	kræver betaling
akiisorsivaa	kræver betaling for det
akiitsoq	gæld
akiitsoqarfiit akiligassat ilaannik isumakkeerinerat	akkord
akiitsoqarnermut uppernarsaat	omsætningsgældsbevis
akiitsorfigaa	nil
akiitsorpoq	køber på kredit; stifter gæld
akiitsorti	skyldner (-en); debitor (-en)
akiitsugaq	skyldigt beløb
akiitsugaqarfik	nil
akiitsugaqarfimmut peqquserluuteqarneq	skyldnersvig
akiitsugaqarfimmut peqquserluuteqarneq	skyldnersvig
akiitsukkanut uppernarsaat	veksel
akiitsukkat	skyldigt beløb
akiitsulik	debitor
akiitsunik akuerinnikkumannginneq	gældsfragåelse
akiitsunik akuersineq	gældsvedgåelse
akiitsunik isumakkeerinninneq	gældssanering (-en)
akiitsunik tigusiniartarneq	restancer, inddrivelse af
akiitsunik tigusiniartarneq	inddrivelse af restancer
akiitsut	passiver; gæld (-en)
akiitsut (toqusup pigisai) akisussaaffigiumaneeruttut	gældsfragåelsesbo
akiitsut allagartaat	gældsbrev
akiitsut oqinnerusumik akilersortinnissaat	restancer, lempelige afdragsordninger v.
akiitsut piffissami sivisuumi akilersugassat	langfristet gæld
akiitsut pisassallu aaqqinnerat	clearing
akiitsut sinneri	restgæld
akik	nil
akikillilerpaa	sætter prisen ned på det; sælger det til nedsat pris
akikilliliineq	udsalg (-et)
akikilliliivoq	holder udsalg
akikillisaq	nedsat (om prisen på en vare); noget der bliver solgt med rabat
akikillisitsineq	prisnedsættelse (-n)
akikillisaassut	dekort
akikinaarpaa	nil
akikippoq	er billig
akileeqataassut	bidrag
akileeqqusissut	betalingsordre; opkrævning; inddrivelse
akileeriaannaaneq	likvid, være
akileq	en der er lige overfor; genbo (-en)
akilerallagaq	pant
akileriigassaagaluit	skyldige omkostninger
akileriipput	nil
akilerna	nil
akilernaniippoq	nil
akilerneqartussaq	noget/nogen der skal betales
akilerniunneq	konkurrence (-n); væddemål
akilerpoq	nil
akilerpaa	betaler det; betaler ham
akilersilluni atortittarfik	bordel
akilersinniarpaa	han vil få ham til at betale ??
akilersinnaanngilaq	det kan ikke betale sig
akilersinnaasumik piiaasoqarsinnaaneranik misissuinerit	fiasibility-studies
akilersippaa	får ham/hende til at betale det
akilersorpaa	betaler det i rater
akilersortinnissaat	afdragsordninger
akilersuineq	afvikling
akilersuinermi aaqqissuussineq	afviklingsordning
akilersuinermik unitsitsineq	betalingsstandsning
akilersuinissamut aalajangersakkat	afviklingsbestemmelser
akilersuisinnaassuseq	betalingsevne
akilersuisussaatitaaneq	bidragspligt; indløsningspligt
akilersuisussaatitaasoq	bidragspligtig
akilersuivoq	nil
akilersuussineq	betalingsservice
akilersuut	betaling; bidrag
akilersuut	betaling; bidrag
akilersuuteqartussaq	bidragspligtig
akilersuuteqartussaatitaasoq	bidragsskyldig
akilersuutinik pisartagaqartussaasoq	bidragsberettiget
akilersuutinik tigusisartoq	bidragsberettiget
akilersuutissanik kinguaattoorutit	bidragsrestance
akilersuutissat (ukiup ingerlanerani) aalajangersimasut	terminspræmie
akilersuutissat tunngaviusut	basispræmie
akilersuutit	underholdsbidrag; ydelse
akilersuutit angissusii	præmietarif
akilersuutit ataasiartitat	engangsbidrag
akilersuutit nalinginnaasut	underholdsbidrag (jf. normalbidrag); normalbidrag jf.underholdsbidr
akilersuutit utimut akilerneqartussat	efterbetaling
akilertagassaq	noget der skal betales i rater; noget der skal udbetales
akileraannginnissamut akuersissut	fritagelseserklæring
akileraannginnissaq	nil
akileraariaaseq	kildeskat
akileraarneq	at betale skat
akileraarnermi inummut ilanngaat	personfradrag
akileraarpallaarutit	overskydende skat
akileraarpoq	betaler afgift; betaler skat
akileraarsinnaaneq	skatteevne
akileraartarneq	nil
akileraartarnermi ilanngaatit	ligningsmæssige fradrag
Akileraartarnermi Pisortaqarfik	Skattedirektoratet
akileraartarnermi pisortat	ligningsmyndigheder
Akileraartarnermi Qullersaqarfik	Skattedirektoratet
Akileraartarnermi Qullersaqarfik	skattedirektorat
Akileraartarnermi Aalajangiisartut	Skatterådet
akileraartarnermut allagartaq	skattekort
akileraartarnermut allagartaq (nalinginnaasoq)	hovedkort
Akileraartarnermut Pisortaqarfik (AkiP)	Skattedirektoratet
akileraartarnerup annertussusia	skattetryk
akileraartartoq	skatteyder; skatteborger
akileraartartup nalunaarsuiffia	selvangivelse
akileraartartut inaarutaasumik allattorsimaffiat	slutmandtal for personer
akileraartissaagallartut	forskudsmandtal
akileraartitsineq	skatteertitsineq
akileraartitsinermi procenti	udskrivningsprocent
akileraartitsinermi tunngavik	udskrivningsgrundlag
akileraartussanngortitsineq	ansættelse, skattepligtig
akileraartussaagallartut	forskudsmandtal
akileraartussaaneq	skattepligt (-en)
akileraartussaannginneq	skattefrihed
akileraartussaannginnermut allagartaq	frikort
akileraartussaatitaaneq	skattepligt
akileraartaaseq	skatteform
akileraartaat	nil
akileraarumannginneq	skattenægtelse
akileraaruserisut	skattevæsen
akileraaruserivik	skattekontor
akileraarusersuineq	beskatning
akileraarusertariaqartoq	skatteobjekt
akileraarusiigallarneq	en foreløbig ligning
akileraarusiineq	ligning; skatteudskrivning
akileraarusiinermi procenti	beskatningsprocent
akileraarusiinissamut pissutaasoq	skattekilde
akileraarusiisarneq	skatte
akileraarusiisarnermi pisortat	skattemyndighed
akileraarusiutaq akiligassaq	pålignet skat
akileraarut	afgift; gebyr
akileraarut	skat
akileraarut tamakkiisoq	marginalskat
akileraaruteqarneq	at betale skat/afgift
akileraaruteqarnerup nanertuinera	skattetryk
akileraaruteqaat	skattekilde
akileraaruteqaataasussanit ilanngaat	ligningsmæssigt fradrag
akileraaruteqaataasussaq	fradrag
akileraarutigineqartartoq	skat; afgift
akileraarutigineqartartut iluarsisat	korrigerede skattetryk
akileraarutinik piumasat	skattekrav
akileraarutinit isertitat	skatteprovenue
akileraarutinit utertitassat	overskydende skat
akileraarutinut naammaqqusiissutissat	udligningsskat
akileraarutinut tapissat	restskat
akileraarutissamik millilerunneqarneq	skattelettelse
akileraarutissaminik minnaariniartoq	skattesnyder
akileraarutissani sualugalugit allamut nuunniarneq	skatteflugt
akileraarutissanik akiliisitsiniartartoq	skatteopkræver
akileraarutissanik immersugassaq	skatteblanket
akileraarutissanik katersisartoq	skatteopkræver
akileraarutissanik aalajangiisartut pisortaqarfiat	ligningsdirektorat
akileraarutissap angissusiligaanera	skatteligning
akileraarutissaq	nil
akileraarutissat allagartaat	skattebillet
akileraarutissat ilanngaatiginerat	skattetræk
akileraarutissat tiguniarneqarnerat	skatteudskrivning
akileraarutissat tiguniarneqarnerat	skatteudskrivning
akileraarutissatigut peqquserlunneq	skattebedrag/-geri
akileraarutissaviit	slutskat (-ten)
akileraarutissitaaneq	ligning; skatteudskrivning
akileraarutit	skat (-ten); afgift (-en); direkte skat; skatter
akileraarutit a-t	A-Skat
akileraarutit aningaasarsianit ilanngaatigeriikkat	kildeskat
akileraarutit B-t	B-skat
akileraarutit millisinneqarnerat	skattelettelse
akileraarutitigut assigiissaarineq	skatteudligning
akileraarutitigut ilanngaatit	skattemæssige fradrag
akileraarutitigut iluanaarutit	skatteprovenue
